 ,Mean,Min,Max,Slice,microns
178,406,257,604,178,177
179,421,305,692,179,178
180,420,295,710,180,179
181,413,284,550,181,180
182,410,283,578,182,181
183,416,240,552,183,182
184,415,284,594,184,183
185,421,265,645,185,184
186,439,262,702,186,185
187,451,307,734,187,186
188,456,297,885,188,187
189,470,311,835,189,188
190,460,307,745,190,189
191,443,300,747,191,190
192,430,280,703,192,191
193,436,305,670,193,192
194,433,263,645,194,193
195,438,292,679,195,194
196,426,297,644,196,195
197,425,293,596,197,196
198,425,286,635,198,197
199,429,294,587,199,198
200,440,258,646,200,199
201,428,302,614,201,200
202,416,288,586,202,201
203,410,287,590,203,202
204,422,302,578,204,203
205,405,291,548,205,204
206,412,296,591,206,205
207,426,301,613,207,206
208,426,281,635,208,207
209,421,296,677,209,208
210,424,300,721,210,209
211,428,316,679,211,210
212,444,308,769,212,211
213,470,289,781,213,212
214,500,320,878,214,213
215,516,316,930,215,214
216,527,287,1014,216,215
217,527,329,948,217,216
218,501,258,958,218,217
219,507,315,922,219,218
220,494,326,802,220,219
221,468,330,742,221,220
222,462,291,783,222,221
223,449,321,697,223,222
224,436,286,635,224,223
225,451,316,655,225,224
226,445,314,674,226,225
227,460,257,711,227,226
228,461,302,726,228,227
229,460,327,781,229,228
230,470,294,819,230,229
231,473,322,697,231,230
232,476,334,753,232,231
233,476,329,873,233,232
234,483,317,892,234,233
235,482,289,890,235,234
236,496,343,802,236,235
237,487,318,786,237,236
238,470,321,687,238,237
239,459,296,680,239,238
240,467,326,743,240,239
241,468,317,722,241,240
