 ,Mean,Min,Max,Slice,microns
73,1863,1162,4909,73,72
74,1859,1103,4518,74,73
75,1844,1118,4698,75,74
76,1838,1190,4738,76,75
77,1832,1126,4544,77,76
78,1815,1132,4052,78,77
79,1796,1137,4406,79,78
80,1782,1098,4145,80,79
81,1795,1088,4139,81,80
82,1772,1138,4549,82,81
83,1772,1090,4306,83,82
84,1758,1139,3704,84,83
85,1750,1077,3722,85,84
86,1729,1121,3911,86,85
87,1708,1106,3520,87,86
88,1686,1160,3275,88,87
89,1690,1140,3504,89,88
90,1697,1112,3667,90,89
91,1701,1104,3526,91,90
92,1686,1103,3693,92,91
93,1700,1084,3651,93,92
94,1696,1058,3258,94,93
95,1677,1112,3057,95,94
96,1685,1102,3266,96,95
97,1703,1125,3440,97,96
98,1712,1094,3655,98,97
99,1708,1064,3375,99,98
100,1706,1126,3190,100,99
101,1716,1137,3599,101,100
102,1743,1141,3712,102,101
103,1769,1151,3801,103,102
104,1779,1114,3801,104,103
105,1804,1119,4165,105,104
106,1871,1213,4707,106,105
107,1883,1154,4996,107,106
108,1914,1129,5313,108,107
109,1912,1163,5222,109,108
110,1911,1206,5434,110,109
111,1890,1159,4925,111,110
112,1848,1158,4917,112,111
113,1799,1120,4531,113,112
114,1802,1149,4527,114,113
115,1790,1136,4216,115,114
116,1784,1150,3960,116,115
117,1750,1133,3816,117,116
118,1731,1116,3524,118,117
119,1723,1142,3573,119,118
120,1725,1152,3744,120,119
121,1708,1171,3680,121,120
122,1708,1078,3705,122,121
123,1726,1116,3715,123,122
124,1729,1150,4078,124,123
125,1728,1153,3841,125,124
126,1767,1174,3949,126,125
127,1796,1150,4271,127,126
128,1787,1171,4185,128,127
129,1768,1086,4265,129,128
130,1775,1138,4286,130,129
131,1756,1165,4024,131,130
132,1727,1151,4166,132,131
133,1736,1134,3733,133,132
134,1739,1119,3958,134,133
135,1731,1131,3763,135,134
136,1718,1119,3764,136,135
137,1695,1097,3744,137,136
138,1689,1144,3551,138,137
139,1676,1139,3277,139,138
140,1655,1123,3191,140,139
141,1638,1131,2813,141,140
142,1626,1133,3041,142,141
143,1635,1094,2678,143,142
144,1664,1142,3179,144,143
145,1661,1117,3119,145,144
146,1686,1122,3544,146,145
147,1686,1137,3444,147,146
148,1680,1122,3344,148,147
149,1679,1163,3599,149,148
150,1685,1084,3423,150,149
151,1660,1123,3379,151,150
152,1662,1087,3381,152,151
153,1675,1100,3371,153,152
154,1671,1141,3168,154,153
155,1667,1125,3059,155,154
156,1668,1127,3315,156,155
157,1681,1118,3565,157,156
158,1705,1066,4056,158,157
159,1697,1138,4449,159,158
160,1717,1147,3962,160,159
161,1718,1156,3873,161,160
162,1721,1119,3876,162,161
163,1718,1129,3698,163,162
164,1743,1160,3931,164,163
165,1764,1155,3738,165,164
166,1715,1158,3531,166,165
167,1688,1136,3262,167,166
168,1665,1192,3076,168,167
169,1637,1110,2822,169,168
170,1620,1063,2803,170,169
171,1621,1104,2810,171,170
172,1602,1106,2628,172,171
173,1629,1139,2802,173,172
174,1623,1056,2987,174,173
175,1635,1131,3245,175,174
176,1629,1096,3071,176,175
177,1628,1095,3065,177,176
178,1636,1108,3102,178,177
179,1636,1031,3289,179,178
180,1639,1048,3418,180,179
181,1661,1118,3818,181,180
182,1657,1087,3784,182,181
183,1639,1111,3705,183,182
184,1615,1054,3226,184,183
185,1608,1077,3153,185,184
186,1600,1059,2960,186,185
187,1625,1074,3284,187,186
188,1640,1086,3403,188,187
